age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25,admin.,single,tertiary,no,2916,no,no,cellular,12,oct,143,1,-1,0,unknown,no
42,management,married,unknown,no,1333,yes,no,unknown,14,may,468,2,-1,0,unknown,no
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,yes
33,management,married,secondary,no,2858,yes,yes,cellular,12,may,175,1,298,5,failure,no
37,blue-collar,married,secondary,no,1059,yes,no,cellular,11,jul,94,2,-1,0,unknown,no
53,technician,divorced,secondary,no,281,yes,no,cellular,17,apr,171,2,337,9,other,no
31,technician,single,secondary,no,798,no,no,telephone,26,aug,66,10,-1,0,unknown,no
39,blue-collar,married,primary,no,119,yes,no,cellular,21,nov,271,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,-1,0,unknown,no
58,services,married,secondary,no,0,no,no,telephone,29,jul,50,2,-1,0,unknown,no
53,technician,single,secondary,no,6164,yes,no,cellular,17,nov,101,1,-1,0,unknown,no
42,blue-collar,divorced,primary,no,213,yes,no,cellular,7,jul,434,3,-1,0,unknown,yes
56,unemployed,divorced,primary,no,282,no,no,cellular,28,jan,156,2,-1,0,unknown,no
53,management,married,tertiary,no,369,yes,yes,unknown,14,may,161,2,-1,0,unknown,no
41,entrepreneur,married,primary,no,0,no,no,unknown,16,jun,630,2,-1,0,unknown,no
42,technician,married,unknown,no,1559,no,no,cellular,30,apr,368,1,-1,0,unknown,yes
49,blue-collar,married,primary,no,371,yes,no,cellular,31,jul,18,44,-1,0,unknown,no
50,services,married,primary,no,-15,no,yes,unknown,2,jul,71,1,-1,0,unknown,no
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
37,blue-collar,married,primary,no,1941,yes,no,cellular,20,apr,151,2,-1,0,unknown,no
37,technician,married,secondary,no,0,no,no,cellular,5,aug,409,1,-1,0,unknown,no
35,management,married,tertiary,no,222,yes,no,cellular,18,nov,187,2,-1,0,unknown,no
22,blue-collar,married,secondary,no,36,yes,no,unknown,19,may,120,3,-1,0,unknown,no
61,retired,divorced,primary,no,876,no,no,cellular,17,apr,40,9,-1,0,unknown,no
55,technician,single,secondary,no,149,yes,no,cellular,11,aug,103,15,-1,0,unknown,no
41,services,married,secondary,no,714,yes,yes,unknown,15,may,504,5,-1,0,unknown,no
46,blue-collar,married,secondary,no,3,no,no,cellular,26,aug,153,14,-1,0,unknown,no
53,services,divorced,primary,no,200,no,no,cellular,17,nov,182,3,-1,0,unknown,no
38,technician,single,tertiary,no,1674,no,no,cellular,18,nov,333,1,-1,0,unknown,no
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
32,technician,single,unknown,no,317,yes,no,cellular,29,jan,452,2,253,2,failure,no
33,technician,married,tertiary,no,8023,no,no,cellular,25,feb,196,1,87,4,failure,no
29,services,married,secondary,no,1386,yes,no,unknown,28,may,166,1,-1,0,unknown,no
33,management,single,tertiary,no,34,yes,no,unknown,5,may,27,1,-1,0,unknown,no
52,technician,single,secondary,no,36,yes,no,unknown,16,may,335,1,-1,0,unknown,no
31,technician,single,secondary,no,2544,no,no,cellular,12,jan,229,1,279,2,success,yes
30,technician,single,secondary,no,237,yes,no,cellular,5,may,39,1,-1,0,unknown,no
46,technician,married,secondary,no,0,yes,no,cellular,19,nov,161,2,-1,0,unknown,no
45,self-employed,married,secondary,no,3098,yes,no,cellular,7,aug,159,2,-1,0,unknown,no
43,unknown,married,primary,no,0,yes,no,cellular,9,jul,132,1,-1,0,unknown,no
37,admin.,married,secondary,no,536,yes,no,cellular,23,jul,328,2,-1,0,unknown,no
47,management,married,secondary,no,414,no,no,cellular,26,aug,142,2,-1,0,unknown,no
33,technician,married,tertiary,no,75,no,no,cellular,21,jul,204,4,-1,0,unknown,no
58,blue-collar,married,secondary,no,3027,yes,no,cellular,27,oct,120,1,186,1,success,no
46,admin.,married,secondary,no,38,yes,yes,cellular,12,may,455,1,-1,0,unknown,no
38,blue-collar,married,secondary,no,50,yes,yes,cellular,11,jul,545,2,-1,0,unknown,no
48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,-1,0,unknown,yes
51,technician,divorced,unknown,no,3560,yes,no,cellular,30,jul,334,6,-1,0,unknown,no
26,management,married,tertiary,no,877,yes,no,cellular,22,jul,611,1,-1,0,unknown,no
60,management,married,secondary,no,0,no,no,cellular,20,may,321,4,87,8,failure,no
31,admin.,single,secondary,no,483,yes,yes,cellular,20,apr,159,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,7895,yes,no,cellular,4,feb,872,1,-1,0,unknown,yes
42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,unknown,no
29,management,single,tertiary,no,428,no,no,cellular,22,may,293,2,-1,0,unknown,yes
48,services,married,secondary,no,2877,yes,no,unknown,3,jun,157,1,-1,0,unknown,no
33,services,married,primary,no,0,yes,no,cellular,18,jul,351,2,-1,0,unknown,no
33,management,married,tertiary,no,0,yes,no,cellular,17,apr,378,1,-1,0,unknown,yes
45,unemployed,married,secondary,no,-407,yes,no,cellular,15,may,320,3,371,2,failure,no
33,management,single,tertiary,no,1431,no,no,cellular,30,apr,94,1,85,2,failure,no
49,services,single,unknown,no,5095,yes,no,cellular,20,nov,127,2,157,1,failure,no
37,management,married,tertiary,no,3794,no,no,cellular,18,aug,147,1,379,1,failure,no
46,housemaid,married,primary,no,965,no,no,unknown,5,may,177,1,-1,0,unknown,no
62,retired,married,secondary,no,1495,no,no,cellular,2,feb,265,1,-1,0,unknown,yes
38,technician,married,tertiary,no,0,no,no,unknown,12,jun,112,2,-1,0,unknown,no
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes
35,entrepreneur,married,primary,no,-394,yes,no,cellular,20,nov,217,3,-1,0,unknown,no
57,housemaid,married,primary,no,625,no,yes,unknown,11,jun,867,1,-1,0,unknown,yes
30,technician,single,unknown,no,-48,yes,no,unknown,6,may,152,2,-1,0,unknown,no
29,blue-collar,married,secondary,no,185,yes,yes,unknown,5,jun,471,3,-1,0,unknown,no
51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown,no
31,blue-collar,married,secondary,no,671,yes,no,unknown,18,jun,704,4,-1,0,unknown,yes
34,admin.,married,tertiary,no,798,yes,no,cellular,8,mar,284,2,-1,0,unknown,no
39,blue-collar,married,secondary,yes,-345,yes,no,unknown,7,may,69,1,-1,0,unknown,no
40,blue-collar,married,unknown,no,928,yes,no,cellular,17,apr,53,1,-1,0,unknown,no
46,retired,married,secondary,no,23,yes,yes,cellular,7,aug,122,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,128,yes,no,unknown,23,may,114,4,-1,0,unknown,no
52,technician,divorced,secondary,no,935,no,no,unknown,1,jul,86,1,-1,0,unknown,no
49,technician,married,secondary,no,10,no,no,cellular,29,aug,135,2,-1,0,unknown,no
31,unemployed,married,secondary,no,314,yes,no,unknown,26,may,149,7,-1,0,unknown,no
39,self-employed,married,secondary,no,1317,no,no,unknown,17,jun,42,4,-1,0,unknown,no
32,admin.,married,secondary,no,51,yes,yes,cellular,14,jan,203,1,87,2,other,yes
29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown,yes
41,blue-collar,married,primary,no,241,yes,no,cellular,21,nov,48,1,-1,0,unknown,no
43,blue-collar,married,secondary,no,1343,yes,yes,cellular,25,jul,211,2,-1,0,unknown,no
42,admin.,married,secondary,no,3842,no,no,cellular,31,jul,130,4,-1,0,unknown,no
42,blue-collar,married,primary,no,1455,yes,no,cellular,2,feb,279,2,269,2,other,no
38,services,divorced,primary,no,0,yes,no,cellular,20,nov,250,1,155,2,failure,no
39,management,married,tertiary,no,1802,no,no,cellular,20,oct,92,1,336,1,failure,no
37,management,married,secondary,no,676,no,no,telephone,18,nov,217,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,500,yes,no,cellular,14,jul,324,2,-1,0,unknown,no
31,services,single,secondary,no,0,yes,no,cellular,20,apr,400,1,-1,0,unknown,no
34,technician,single,secondary,no,161,no,yes,cellular,8,aug,61,2,-1,0,unknown,no
34,technician,married,tertiary,no,-624,no,no,telephone,2,feb,20,8,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no
50,services,married,secondary,no,5699,yes,no,unknown,5,may,381,2,-1,0,unknown,no
47,housemaid,divorced,secondary,no,1361,no,no,cellular,19,aug,59,3,-1,0,unknown,no
31,services,married,secondary,no,-327,yes,no,unknown,28,may,408,1,-1,0,unknown,no
32,blue-collar,married,primary,no,410,yes,no,unknown,23,may,115,2,-1,0,unknown,no
36,technician,married,secondary,no,-158,yes,no,cellular,28,aug,1037,7,-1,0,unknown,no
44,management,single,secondary,no,421,no,yes,cellular,5,aug,307,1,-1,0,unknown,no
38,technician,single,secondary,no,12,yes,no,unknown,28,may,150,2,-1,0,unknown,no
44,technician,divorced,secondary,no,-865,yes,no,cellular,20,apr,334,1,-1,0,unknown,no
34,admin.,married,secondary,no,384,yes,no,cellular,14,may,551,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,86,no,yes,unknown,19,may,703,1,-1,0,unknown,no
35,management,divorced,tertiary,no,1723,yes,no,cellular,25,jul,862,1,-1,0,unknown,yes
30,blue-collar,married,primary,no,201,yes,no,cellular,5,mar,116,7,186,13,success,no
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,yes
32,blue-collar,divorced,unknown,no,291,yes,yes,unknown,27,jun,120,6,-1,0,unknown,no
45,technician,married,secondary,no,-312,yes,no,cellular,16,jul,268,1,-1,0,unknown,no
41,blue-collar,married,secondary,no,946,yes,no,unknown,6,may,325,1,-1,0,unknown,no
44,admin.,married,secondary,no,1042,yes,no,cellular,18,may,136,1,-1,0,unknown,no
49,technician,divorced,secondary,no,95,yes,no,cellular,8,may,90,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,320,yes,no,cellular,12,aug,352,1,828,2,failure,yes
34,technician,single,tertiary,no,2521,no,no,cellular,13,aug,73,2,-1,0,unknown,no
51,retired,married,secondary,no,1295,no,yes,unknown,20,jun,288,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,0,yes,no,unknown,6,may,273,2,-1,0,unknown,no
41,technician,married,secondary,no,1278,no,no,unknown,19,jun,532,1,-1,0,unknown,no
52,unemployed,married,primary,no,20,yes,no,telephone,28,jan,172,1,-1,0,unknown,no
53,blue-collar,married,primary,no,1409,yes,no,cellular,2,apr,464,1,287,1,failure,no
47,services,divorced,secondary,no,0,no,no,cellular,28,jan,216,1,-1,0,unknown,no
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes
26,admin.,single,secondary,no,-14,no,no,cellular,31,jul,9,31,-1,0,unknown,no
57,management,married,tertiary,no,779,yes,no,cellular,7,may,282,1,367,1,failure,no
26,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,no
40,admin.,single,secondary,no,462,yes,yes,cellular,6,apr,272,1,335,4,other,no
42,admin.,single,secondary,no,-847,yes,no,unknown,27,may,137,2,-1,0,unknown,no
40,retired,married,secondary,no,1842,no,no,unknown,15,may,56,1,-1,0,unknown,no
48,management,married,tertiary,no,10347,yes,no,cellular,31,jul,153,6,-1,0,unknown,no
28,blue-collar,married,primary,no,10045,yes,no,unknown,29,may,169,4,-1,0,unknown,no
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure,no
42,services,married,secondary,no,774,no,no,cellular,28,jan,997,1,-1,0,unknown,yes
52,retired,divorced,tertiary,no,3687,yes,yes,unknown,16,jun,741,4,-1,0,unknown,yes
39,blue-collar,married,secondary,no,167,yes,yes,cellular,12,may,612,1,-1,0,unknown,yes
34,management,married,tertiary,no,123,no,no,cellular,3,feb,301,3,-1,0,unknown,yes
32,technician,married,secondary,no,4174,yes,no,unknown,21,may,314,2,-1,0,unknown,no
31,admin.,divorced,secondary,no,47,yes,no,unknown,19,may,34,9,-1,0,unknown,no
44,blue-collar,married,primary,no,924,yes,no,unknown,4,jun,89,3,-1,0,unknown,no
28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no
36,blue-collar,single,secondary,no,1127,yes,no,cellular,10,jul,455,1,-1,0,unknown,no
50,blue-collar,married,primary,no,82,no,no,telephone,5,apr,456,1,-1,0,unknown,yes
32,management,single,tertiary,no,728,yes,no,unknown,21,may,125,1,-1,0,unknown,no
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,yes
43,management,divorced,tertiary,no,3327,no,no,telephone,28,aug,146,19,-1,0,unknown,no
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,3,-1,0,unknown,yes
37,blue-collar,single,primary,no,0,yes,no,unknown,5,jun,309,2,-1,0,unknown,no
33,admin.,married,secondary,no,51,yes,yes,cellular,25,oct,253,1,284,3,success,yes
31,technician,single,secondary,no,182,no,no,cellular,28,aug,52,5,-1,0,unknown,no
55,technician,divorced,tertiary,no,0,no,no,cellular,17,nov,134,2,91,1,success,yes
48,management,single,unknown,no,1009,yes,no,cellular,9,feb,138,5,256,1,other,no
20,student,single,secondary,no,-322,yes,no,unknown,20,jun,73,4,-1,0,unknown,no
56,technician,married,secondary,no,463,no,no,unknown,26,may,131,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,failure,yes
44,admin.,married,secondary,no,1305,no,no,cellular,30,jul,72,4,-1,0,unknown,no
50,technician,married,secondary,no,4,no,no,cellular,10,jul,200,5,-1,0,unknown,no
41,management,married,tertiary,no,102,no,no,cellular,28,jan,244,1,-1,0,unknown,no
56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,no
25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown,yes
28,blue-collar,single,secondary,no,387,yes,no,cellular,13,mar,61,11,282,1,other,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,nov,167,1,92,1,success,yes
32,admin.,divorced,secondary,no,-273,yes,no,cellular,5,may,64,1,-1,0,unknown,no
54,blue-collar,married,secondary,no,5521,yes,no,cellular,7,apr,581,2,-1,0,unknown,no
39,blue-collar,married,primary,no,1387,no,no,unknown,9,jun,52,3,-1,0,unknown,no
46,blue-collar,married,secondary,no,71,yes,no,unknown,6,may,416,1,-1,0,unknown,no
40,technician,divorced,secondary,no,0,no,no,cellular,26,aug,67,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,448,no,yes,cellular,20,nov,1031,6,-1,0,unknown,no
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes
48,services,divorced,secondary,no,4906,yes,no,cellular,20,nov,200,1,190,1,failure,no
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
37,management,married,tertiary,no,569,yes,no,unknown,30,may,92,1,-1,0,unknown,no
37,admin.,divorced,secondary,no,0,yes,no,unknown,30,may,127,5,-1,0,unknown,no
42,services,married,tertiary,no,12223,yes,no,cellular,19,nov,36,1,-1,0,unknown,no
42,self-employed,married,secondary,no,105,no,no,cellular,27,aug,85,4,-1,0,unknown,no
42,admin.,married,secondary,no,105,no,no,unknown,11,jun,1159,4,-1,0,unknown,yes
35,blue-collar,married,primary,no,767,yes,no,unknown,16,may,1408,2,-1,0,unknown,no
22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,no
46,housemaid,divorced,primary,no,2084,yes,no,cellular,18,jul,1081,2,-1,0,unknown,yes
31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,yes
49,self-employed,married,tertiary,no,2199,yes,no,unknown,13,may,98,1,-1,0,unknown,no
67,retired,married,primary,no,2391,no,no,cellular,28,jun,737,6,186,10,other,yes
38,admin.,married,secondary,no,257,yes,no,cellular,15,may,10,5,-1,0,unknown,no
41,technician,married,secondary,no,359,yes,no,cellular,17,apr,210,1,-1,0,unknown,no
36,unemployed,divorced,secondary,no,8267,no,no,unknown,18,jun,321,2,-1,0,unknown,no
50,technician,single,secondary,no,1811,no,no,cellular,8,jun,97,4,-1,0,unknown,no
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes
55,retired,divorced,secondary,no,138,no,no,cellular,17,jul,205,1,-1,0,unknown,no
33,services,single,secondary,no,450,yes,no,cellular,15,may,148,2,365,2,other,no
57,admin.,single,secondary,no,0,no,no,cellular,28,jul,261,4,-1,0,unknown,no
28,student,single,secondary,no,404,yes,no,cellular,18,may,33,2,367,4,other,no
44,services,married,secondary,no,522,no,yes,unknown,20,jun,911,1,-1,0,unknown,yes
52,blue-collar,single,secondary,no,510,yes,no,unknown,4,jun,324,1,-1,0,unknown,no
34,technician,single,secondary,no,951,yes,no,unknown,21,may,343,1,-1,0,unknown,no
49,management,married,tertiary,no,3063,yes,no,cellular,18,may,68,2,-1,0,unknown,no
27,services,married,secondary,no,0,yes,no,cellular,22,jul,1608,13,-1,0,unknown,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,20,aug,184,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,266,yes,no,cellular,18,may,87,2,299,3,other,no
47,blue-collar,married,secondary,no,1484,no,no,cellular,17,nov,297,1,119,3,failure,no
48,management,divorced,tertiary,no,1144,yes,no,cellular,17,nov,78,1,-1,0,unknown,no
35,technician,single,secondary,no,399,yes,no,cellular,13,may,496,2,345,3,failure,yes
48,technician,married,secondary,no,454,yes,no,cellular,10,jul,114,1,-1,0,unknown,no
75,retired,divorced,tertiary,no,3810,yes,no,cellular,16,nov,262,1,183,1,failure,yes
40,technician,married,secondary,no,-496,no,no,telephone,28,jul,22,2,-1,0,unknown,no
35,technician,single,tertiary,no,1455,yes,no,unknown,15,may,70,6,-1,0,unknown,no
35,management,married,tertiary,no,12256,yes,no,cellular,19,nov,308,4,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,20,aug,273,1,90,3,success,yes
27,management,single,tertiary,no,3,yes,yes,cellular,22,jul,506,1,-1,0,unknown,no
39,services,married,primary,no,1601,yes,no,cellular,21,nov,219,2,182,2,failure,no
31,management,single,tertiary,no,86,no,no,cellular,12,aug,150,4,-1,0,unknown,no
50,services,single,secondary,no,1716,yes,no,cellular,7,apr,272,1,-1,0,unknown,no
72,retired,married,secondary,no,0,no,no,cellular,29,oct,189,3,-1,0,unknown,yes
37,blue-collar,divorced,secondary,no,0,yes,no,cellular,21,apr,146,4,-1,0,unknown,yes
36,self-employed,married,tertiary,no,15,yes,no,unknown,28,may,64,4,-1,0,unknown,no
59,blue-collar,married,primary,no,595,no,no,telephone,31,jul,208,7,-1,0,unknown,no
26,unknown,single,secondary,no,1187,no,no,unknown,17,nov,44,1,-1,0,unknown,no
27,management,single,primary,yes,13,no,no,cellular,30,jan,475,3,-1,0,unknown,yes
58,blue-collar,married,secondary,no,343,yes,no,unknown,26,may,265,4,-1,0,unknown,no
66,retired,married,secondary,no,995,no,no,cellular,27,feb,131,2,-1,0,unknown,yes
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,yes
33,blue-collar,single,secondary,no,15341,no,no,cellular,20,apr,335,1,334,3,failure,no
35,management,married,tertiary,no,2957,yes,yes,cellular,8,aug,733,3,-1,0,unknown,yes
27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other,no
34,entrepreneur,married,tertiary,no,-28,yes,no,cellular,16,jul,574,1,-1,0,unknown,no
34,management,married,tertiary,no,1048,no,no,cellular,7,aug,73,2,-1,0,unknown,no
26,student,single,secondary,no,47,yes,no,cellular,6,may,273,4,-1,0,unknown,no
